"SEQN","RIDAGEYR","INDFMPIR","DMDEDUC2","DMDMARTL","RIAGENDR","RIDRETH1"
45960,63,5,4,1,1,4
45961,8,1.26,NA,NA,2,2
45962,48,2.94,3,4,1,3
45963,9,2.02,NA,NA,2,1
45964,29,5,3,1,1,3
45965,29,2.82,5,1,1,1
45966,53,4.38,4,3,2,4
45967,40,0.31,1,3,2,3
45968,69,0.78,3,2,2,4
45969,8,2.82,NA,NA,2,3
45970,43,4.72,4,1,2,3
45971,2,0.73,NA,NA,1,4
45972,48,NA,2,3,1,3
45973,53,1.44,1,4,1,2
45974,41,0.98,3,1,2,1
45975,7,0.75,NA,NA,2,4
45976,17,5,NA,NA,2,1
45977,48,1.08,3,1,1,5
45978,13,4.72,NA,NA,2,3
45979,28,2.02,4,4,2,3
45980,0,NA,NA,NA,1,4
45981,28,NA,5,5,2,4
45982,80,3.39,4,1,1,4
45983,14,1.81,NA,NA,2,1
45984,37,1.01,3,1,2,3
45985,39,3.06,5,1,1,4
45986,11,2.49,NA,NA,1,1
45987,67,2.34,3,1,1,3
45988,19,5,NA,NA,1,2
45989,80,1.44,3,2,2,3
45990,52,1.7,3,1,1,3
45991,9,5,NA,NA,2,3
45992,75,NA,1,2,2,3
45993,0,0.9,NA,NA,1,1
45994,47,1.15,4,1,2,5
45995,55,4.33,3,3,2,3
45996,12,NA,NA,NA,2,4
45997,58,3,1,1,2,3
45998,78,0.73,1,1,1,1
45999,11,2.26,NA,NA,1,1
46000,31,5,3,1,1,3
46001,24,1.76,4,5,1,4
46002,7,2.82,NA,NA,2,4
46003,68,0.88,3,5,2,4
46004,30,4.26,2,1,2,3
46005,25,1.36,1,1,2,1
46006,74,4.09,5,1,2,3
46007,32,2.56,4,1,1,3
46008,1,2.27,NA,NA,1,2
46009,42,0.75,3,6,1,3
46010,12,0.54,NA,NA,1,1
46011,41,5,5,1,1,3
46012,0,NA,NA,NA,1,2
46013,1,1.49,NA,NA,2,5
46014,0,1.21,NA,NA,1,4
46015,80,4.41,1,2,1,1
46016,74,1.27,3,1,1,5
46017,51,5,3,1,2,5
46018,23,1.05,3,5,2,2
46019,65,0.78,4,1,1,2
46020,22,3.15,4,6,2,2
46021,62,0.83,5,1,1,1
46022,3,NA,NA,NA,2,1
46023,27,1.81,2,6,2,4
46024,8,0.3,NA,NA,2,4
46025,18,0.29,NA,NA,2,4
46026,32,2.49,1,1,2,2
46027,61,5,5,1,1,3
46028,80,1.68,3,5,2,3
46029,59,2.56,3,1,2,2
46030,0,5,NA,NA,2,3
46031,15,3.77,NA,NA,1,3
46032,0,2.45,NA,NA,1,2
46033,26,4.08,3,5,1,3
46034,40,0.82,4,1,2,3
46035,74,4.9,5,5,1,3
46036,80,1.75,2,1,2,3
46037,69,0.8,2,5,1,2
46038,36,3.13,3,1,1,1
46039,0,5,NA,NA,2,2
46040,37,NA,4,5,1,4
46041,2,NA,NA,NA,2,2
46042,3,0.33,NA,NA,2,4
46043,40,2.56,4,5,2,4
46044,6,1.98,NA,NA,2,2
46045,9,0.83,NA,NA,2,1
46046,5,1.75,NA,NA,2,1
46047,55,3.57,4,1,2,1
46048,0,3.39,NA,NA,2,4
46049,20,0.34,3,5,2,4
46050,60,0.73,5,3,1,3
46051,80,1.06,3,2,2,3
46052,8,2.69,NA,NA,1,5
46053,39,1.47,5,5,1,3
46054,6,1.16,NA,NA,2,3
46055,9,NA,NA,NA,1,4
46056,6,2.12,NA,NA,1,4
46057,37,2.79,2,6,1,4
46058,29,5,5,6,2,3
46059,73,3.36,3,1,2,5
46060,20,0.93,2,5,2,2
46061,41,3.3,4,1,2,4
46062,0,1.35,NA,NA,1,1
46063,53,1.14,2,2,2,1
46064,11,0.48,NA,NA,2,3
46065,31,1.09,2,4,2,1
46066,4,4.01,NA,NA,1,3
46067,14,0.18,NA,NA,1,1
46068,80,2.86,3,1,1,3
46069,74,1.43,3,1,2,3
46070,10,0.8,NA,NA,2,5
46071,11,4.66,NA,NA,1,3
46072,1,2.26,NA,NA,1,3
46073,18,1.21,NA,NA,1,2
46074,61,1.46,1,5,2,1
46075,56,2.5,4,5,1,1
46076,80,5,3,1,2,3
46077,24,3.58,5,5,1,4
46078,80,2.56,5,1,2,3
46079,18,4.38,NA,NA,1,4
46080,8,2.42,NA,NA,2,1
46081,67,NA,2,2,2,1
46082,34,0.77,3,1,1,3
46083,21,1.67,3,5,2,3
46084,13,2.83,NA,NA,1,3
46085,67,5,4,1,1,3
46086,27,1.68,4,5,1,3
46087,57,0.85,2,1,2,2
46088,0,0.75,NA,NA,2,4
46089,2,2.57,NA,NA,2,3
46090,24,5,5,5,1,3
46091,31,2.36,5,1,2,4
46092,2,0.3,NA,NA,2,1
46093,33,3.49,4,6,2,4
46094,36,NA,1,1,1,2
46095,64,0.68,2,1,1,1
46096,26,5,4,5,1,3
46097,74,1.97,1,1,1,3
46098,65,0.71,2,1,1,3
46099,6,5,NA,NA,2,3
46100,35,5,4,5,1,5
46101,65,3.11,2,1,1,4
46102,50,3.92,5,5,2,3
46103,38,5,5,6,2,4
46104,36,2.66,2,6,2,2
46105,4,0.29,NA,NA,2,1
46106,36,0.48,1,1,1,5
46107,10,1.84,NA,NA,2,3
46108,19,1.47,NA,NA,1,1
46109,31,5,5,1,1,3
46110,6,5,NA,NA,1,4
46111,64,5,5,1,1,4
46112,76,3.85,3,2,2,3
46113,1,0.8,NA,NA,2,5
46114,29,5,5,1,1,3
46115,12,1.85,NA,NA,2,4
46116,17,2.84,NA,NA,2,1
46117,19,0.97,NA,NA,1,1
46118,2,NA,NA,NA,1,1
46119,13,0.89,NA,NA,1,2
46120,61,5,5,1,1,3
46121,8,NA,NA,NA,2,4
46122,4,0.62,NA,NA,1,1
46123,69,0.44,1,1,1,3
46124,29,5,2,6,2,4
46125,27,3.29,3,1,1,1
46126,65,1.13,2,2,2,3
46127,25,1.92,5,5,1,3
46128,4,3.11,NA,NA,1,4
46129,64,1.17,2,2,2,2
46130,19,5,NA,NA,1,3
46131,3,0.55,NA,NA,1,1
46132,55,5,3,1,1,3
46133,10,5,NA,NA,2,5
46134,28,0.41,4,5,2,4
46135,40,2.02,1,1,1,2
46136,2,5,NA,NA,1,3
46137,52,0.58,1,5,1,3
46138,60,0.44,2,1,2,3
46139,7,NA,NA,NA,1,5
46140,73,1.14,4,1,1,3
46141,62,NA,3,1,2,2
46142,5,NA,NA,NA,2,1
46143,34,2.94,5,3,1,4
46144,75,3.75,3,1,1,3
46145,80,5,5,2,2,3
46146,13,0.57,NA,NA,1,3
46147,0,0.83,NA,NA,1,3
46148,72,5,3,1,2,3
46149,80,0.14,3,1,1,3
46150,15,1.69,NA,NA,1,1
46151,20,0.67,4,5,2,3
46152,11,0.8,NA,NA,2,5
46153,24,2.35,2,6,2,4
46154,36,4.25,2,6,1,4
46155,8,0.29,NA,NA,1,4
46156,19,1.45,NA,NA,1,4
46157,2,0.77,NA,NA,2,2
46158,70,1.29,3,1,1,3
46159,72,2.89,3,3,1,4
46160,19,0.29,NA,NA,2,3
46161,3,1.97,NA,NA,2,1
46162,12,1.36,NA,NA,2,1
46163,26,3.43,4,5,1,3
46164,0,0.8,NA,NA,2,2
46165,34,0.81,2,1,2,1
46166,32,1.89,4,1,1,1
46167,75,0.69,1,3,1,3
46168,55,5,5,1,2,3
46169,80,2.14,3,2,2,3
46170,59,0.64,3,3,2,3
46171,78,2.16,3,1,1,3
46172,66,1.96,2,4,1,3
46173,24,2.64,2,5,1,2
46174,34,1.69,4,5,1,4
46175,19,1.27,NA,NA,1,1
46176,72,2.31,2,2,1,3
46177,23,0.96,5,5,1,3
46178,60,NA,1,4,2,2
46179,4,1.45,NA,NA,2,1
46180,50,1.46,4,3,2,1
46181,1,1.06,NA,NA,2,1
46182,30,0.6,4,1,2,3
46183,2,4.95,NA,NA,2,4
46184,58,3.54,4,3,2,4
46185,6,0.66,NA,NA,2,1
46186,48,2.17,3,5,1,4
46187,56,0.79,1,1,1,2
46188,59,1.79,3,1,2,3
46189,68,1.31,1,1,2,3
46190,56,1.05,4,4,2,2
46191,68,2.5,4,2,2,4
46192,18,4.97,NA,NA,1,3
46193,57,5,5,1,2,3
46194,75,NA,3,1,2,3
46195,45,3.77,5,3,2,3
46196,79,2.29,4,1,1,3
46197,28,0.25,3,5,2,4
46198,37,3.3,4,4,1,4
46199,10,3.22,NA,NA,2,4
46200,0,0.69,NA,NA,1,2
46201,50,5,5,1,2,1
46202,45,5,4,1,1,4
46203,64,0.04,4,5,2,4
46204,80,2.14,4,1,1,3
46205,11,0.71,NA,NA,1,3
46206,13,0.96,NA,NA,2,2
46207,1,1.16,NA,NA,2,1
46208,80,1.26,1,2,2,4
46209,22,1.27,3,5,2,3
46210,77,0.87,3,5,1,3
46211,2,NA,NA,NA,2,4
46212,34,4.12,5,1,1,3
46213,1,1.11,NA,NA,1,4
46214,49,0.48,4,1,2,5
46215,8,1.53,NA,NA,1,4
46216,2,0.57,NA,NA,1,2
46217,55,0.97,4,1,2,1
46218,66,2.14,5,1,1,3
46219,22,NA,4,5,1,3
46220,8,NA,NA,NA,2,5
46221,55,1.19,3,6,1,3
46222,37,0.9,1,1,1,1
46223,3,NA,NA,NA,2,2
46224,2,1.81,NA,NA,2,1
46225,3,0.88,NA,NA,1,4
46226,19,NA,NA,NA,2,1
46227,19,0.12,NA,NA,2,3
46228,70,0.97,4,1,2,3
46229,20,NA,2,5,2,2
46230,13,4.08,NA,NA,1,3
46231,80,1.22,2,2,1,3
46232,58,2.64,3,1,1,2
46233,1,0.63,NA,NA,1,2
46234,6,3.63,NA,NA,1,3
46235,2,NA,NA,NA,2,2
46236,80,1.17,1,2,2,5
46237,21,NA,4,5,2,1
46238,56,0.66,1,2,2,3
46239,61,5,3,1,2,3
46240,0,0.53,NA,NA,2,1
46241,10,2.73,NA,NA,1,3
46242,80,5,5,1,1,2
46243,62,5,4,1,1,3
46244,65,1.61,4,1,1,4
46245,53,2.22,4,3,1,3
46246,31,0.72,3,5,2,3
46247,0,1.13,NA,NA,1,1
46248,65,1.7,1,5,2,4
46249,76,4.29,4,1,1,3
46250,2,0.73,NA,NA,2,4
46251,52,0.73,3,1,1,3
46252,80,1.5,3,2,2,3
46253,76,3.92,4,2,1,3
46254,25,2.02,5,5,2,3
46255,75,1.54,2,3,1,3
46256,32,0.51,2,4,2,4
46257,38,0.33,5,5,2,4
46258,62,2.31,1,5,2,1
46259,13,2.82,NA,NA,2,2
46260,15,0.82,NA,NA,2,2
46261,57,0.18,1,3,2,1
46262,80,1.24,5,1,1,3
46263,9,0.81,NA,NA,1,1
46264,80,4.95,4,2,2,3
46265,10,0.41,NA,NA,1,2
46266,11,1.81,NA,NA,1,4
46267,6,1.34,NA,NA,2,3
46268,20,NA,4,5,2,1
46269,50,2.31,1,5,1,1
46270,19,1.93,NA,NA,1,1
46271,57,4.48,5,1,1,2
46272,2,NA,NA,NA,2,2
46273,80,NA,1,2,2,1
46274,33,1.1,2,5,2,4
46275,73,1.06,3,3,2,4
46276,8,2.73,NA,NA,2,3
46277,1,0.41,NA,NA,2,2
46278,19,0.38,NA,NA,1,4
46279,1,2.16,NA,NA,1,4
46280,47,5,4,1,1,3
46281,70,5,5,1,1,4
46282,60,5,5,1,1,4
46283,80,0.77,1,2,2,3
46284,31,3.43,5,5,1,3
46285,37,2.04,5,5,2,4
46286,7,2.86,NA,NA,2,2
46287,0,0.76,NA,NA,2,1
46288,46,1.26,4,3,1,3
46289,39,2.15,2,1,1,5
46290,2,1.36,NA,NA,1,1
46291,34,0.71,4,1,1,2
46292,15,1.24,NA,NA,2,2
46293,68,2.71,1,1,1,1
46294,9,0.97,NA,NA,2,4
46295,2,1.69,NA,NA,1,4
46296,2,1.04,NA,NA,1,1
46297,8,NA,NA,NA,1,1
46298,0,0.57,NA,NA,1,3
46299,12,4.96,NA,NA,2,4
46300,31,1.71,4,5,1,2
46301,2,1.09,NA,NA,2,1
46302,3,0.4,NA,NA,2,1
46303,20,0.53,3,5,2,3
46304,6,0.94,NA,NA,1,1
46305,7,1.07,NA,NA,1,1
46306,0,0.85,NA,NA,1,1
46307,3,1.21,NA,NA,1,3
46308,11,0.56,NA,NA,1,2
46309,0,0.41,NA,NA,1,1
46310,16,5,NA,NA,1,3
46311,2,0.41,NA,NA,1,2
46312,17,5,NA,NA,1,3
46313,40,NA,3,1,1,1
46314,9,1.18,NA,NA,1,1
46315,76,NA,4,1,2,3
46316,73,1.89,2,1,2,3
46317,71,2.23,2,5,2,4
46318,14,0.46,NA,NA,1,4
46319,31,1.9,5,1,1,3
46320,45,3.03,3,1,2,4
46321,10,0.68,NA,NA,1,1
46322,80,5,5,2,2,3
46323,16,0.7,NA,NA,1,1
46324,13,1.67,NA,NA,2,3
46325,44,4.94,3,3,2,1
46326,31,4.66,5,1,1,1
46327,8,2.82,NA,NA,1,2
46328,0,5,NA,NA,2,3
46329,38,2.49,3,1,2,3
46330,10,3.54,NA,NA,1,3
46331,23,1.35,4,5,2,4
46332,2,2.9,NA,NA,1,5
46333,80,3.92,3,2,1,3
46334,75,3.23,4,2,2,1
46335,42,0.21,1,6,1,2
46336,55,3.07,2,1,1,3
46337,70,1.83,4,1,2,3
46338,0,2.54,NA,NA,2,1
46339,9,0.29,NA,NA,1,2
46340,73,NA,5,1,1,5
46341,6,1.01,NA,NA,1,1
46342,27,1.74,3,1,1,1
46343,65,2.92,2,1,2,4
46344,6,5,NA,NA,1,3
46345,59,5,4,1,2,1
46346,75,2.41,3,1,1,3
46347,0,3.23,NA,NA,1,1
46348,58,4.37,2,1,1,4
46349,36,5,4,1,2,3
46350,15,4.84,NA,NA,2,3
46351,27,0.49,1,5,1,2
46352,18,1.45,NA,NA,2,1
46353,10,1.27,NA,NA,1,4
46354,42,NA,1,1,2,1
46355,13,4.25,NA,NA,1,4
46356,17,NA,NA,NA,1,5
46357,45,1.69,5,1,2,2
46358,39,1.09,1,1,2,1
46359,74,0.96,1,5,1,3
46360,48,3.77,3,1,2,3
46361,5,1.18,NA,NA,1,1
46362,7,NA,NA,NA,1,1
46363,63,1.08,3,2,2,3
46364,68,5,2,3,1,4
46365,33,5,5,1,1,3
46366,1,0.52,NA,NA,1,3
46367,53,3.37,4,5,1,4
46368,68,5,5,1,2,2
46369,14,NA,NA,NA,2,1
46370,7,0.21,NA,NA,2,1
46371,1,5,NA,NA,2,3
46372,62,5,4,1,2,3
46373,10,1.23,NA,NA,2,3
46374,4,1.45,NA,NA,1,2
46375,49,5,4,1,1,3
46376,80,0.59,3,2,2,5
46377,6,3.2,NA,NA,1,5
46378,1,0.24,NA,NA,2,4
46379,49,2.22,4,5,2,4
46380,24,1.08,5,5,1,3
46381,0,0.61,NA,NA,1,3
46382,7,0.57,NA,NA,1,2
46383,28,0.52,3,5,2,4
46384,54,2.56,2,4,1,4
46385,42,5,2,3,1,3
46386,51,5,5,1,1,3
46387,24,1.53,4,1,2,1
46388,71,2.78,4,1,2,3
46389,79,2.63,5,1,1,3
46390,6,2.45,NA,NA,1,4
46391,10,5,NA,NA,1,5
46392,69,0.69,1,3,1,2
46393,16,5,NA,NA,1,3
46394,66,5,4,6,1,3
46395,4,0.7,NA,NA,1,3
46396,0,0.89,NA,NA,1,1
46397,58,1.73,2,3,2,4
46398,80,1.44,4,2,2,3
46399,21,0.44,2,5,2,4
46400,51,4.84,5,1,1,5
46401,59,2.91,3,1,2,4
46402,15,0.82,NA,NA,1,1
46403,17,NA,NA,NA,1,4
46404,80,2.31,3,3,1,3
46405,61,1.08,3,3,2,3
46406,76,3.65,3,1,1,3
46407,7,5,NA,NA,1,3
46408,56,2.68,2,1,1,1
46409,1,NA,NA,NA,2,1
46410,54,2.1,2,3,2,4
46411,0,4.25,NA,NA,1,3
46412,68,0.58,1,2,2,5
46413,21,2.49,4,5,2,3
46414,2,0.41,NA,NA,2,4
46415,25,0.36,3,4,2,4
46416,0,1.66,NA,NA,2,1
46417,11,0,NA,NA,1,3
46418,3,0.93,NA,NA,2,3
46419,72,0.59,2,2,2,1
46420,73,NA,1,1,1,1
46421,12,2.17,NA,NA,2,5
46422,49,1.57,3,1,1,4
46423,9,0.71,NA,NA,1,3
46424,23,0.68,2,5,2,2
46425,50,4.8,5,1,1,4
46426,11,1.69,NA,NA,1,1
46427,21,3.69,4,5,1,4
46428,71,1.94,3,1,1,4
46429,13,5,NA,NA,2,4
46430,10,0.89,NA,NA,2,4
46431,6,0.63,NA,NA,1,5
46432,48,1.63,3,5,1,4
46433,42,0.41,3,1,2,2
46434,2,2.33,NA,NA,1,3
46435,7,0.8,NA,NA,2,2
46436,46,1.43,2,4,1,4
46437,6,5,NA,NA,1,4
46438,1,5,NA,NA,2,5
46439,4,0.31,NA,NA,1,1
46440,48,5,4,3,2,2
46441,80,2.42,3,2,2,3
46442,66,4.38,4,2,2,2
46443,6,0.43,NA,NA,2,4
46444,3,0.45,NA,NA,2,4
46445,25,1.25,4,5,1,2
46446,17,NA,NA,NA,1,1
46447,65,1.97,1,2,2,1
46448,1,5,NA,NA,1,3
46449,51,1.92,2,3,1,4
46450,8,NA,NA,NA,2,3
46451,75,1.99,3,1,2,3
46452,67,1.27,3,5,1,3
46453,1,5,NA,NA,2,5
46454,6,NA,NA,NA,2,1
46455,39,0.53,3,1,2,5
46456,13,1.22,NA,NA,2,4
46457,43,5,4,1,1,3
46458,61,5,4,1,1,4
46459,2,1.01,NA,NA,1,3
46460,25,0.72,2,4,2,4
46461,48,1.08,4,6,2,4
46462,27,5,5,1,1,1
46463,0,1.14,NA,NA,2,4
46464,72,3.53,4,3,1,3
46465,72,NA,3,1,1,1
46466,14,5,NA,NA,2,5
46467,65,0.89,4,1,2,3
46468,60,2.77,2,1,2,4
46469,17,3.02,NA,NA,2,3
46470,66,NA,3,1,1,3
46471,8,5,NA,NA,1,3
46472,49,2.42,5,3,1,4
46473,48,1.16,1,1,2,2
46474,40,1.13,4,5,2,3
46475,60,2.5,4,1,1,4
46476,73,0.92,1,2,2,1
46477,68,2.32,4,2,1,3
46478,30,NA,1,5,1,1
46479,47,1.63,2,3,1,3
46480,22,0.65,3,5,1,2
46481,75,5,5,1,1,3
46482,17,2.01,NA,NA,2,1
46483,12,4.01,NA,NA,2,3
46484,54,4.84,3,6,2,3
46485,53,0.93,2,5,2,2
46486,49,4.6,4,5,1,2
46487,3,3.79,NA,NA,2,2
46488,14,0.67,NA,NA,2,1
46489,0,2.18,NA,NA,2,1
46490,53,0.9,3,1,1,3
46491,78,1.17,2,2,1,3
46492,66,1.61,5,1,2,3
46493,66,2.1,3,2,2,4
46494,6,4.56,NA,NA,1,3
46495,75,2.5,4,1,2,3
46496,63,5,4,1,2,4
46497,64,2.45,2,1,1,4
46498,37,4.26,2,1,2,4
46499,80,NA,1,1,1,2
46500,24,1.21,1,4,2,1
46501,74,2.01,2,2,2,3
46502,51,1.37,2,5,1,4
46503,31,4.9,4,5,1,3
46504,42,2.66,3,1,2,2
46505,11,0.87,NA,NA,2,2
46506,0,5,NA,NA,1,5
46507,80,3.14,5,1,1,3
46508,10,1.98,NA,NA,1,4
46509,56,0.49,4,5,1,4
46510,34,2.36,2,1,1,4
46511,2,2.27,NA,NA,1,3
46512,62,5,4,1,2,4
46513,13,4.97,NA,NA,2,3
46514,61,2.14,3,1,2,3
46515,13,0.3,NA,NA,2,1
46516,1,0.21,NA,NA,1,1
46517,16,0.67,NA,NA,1,2
46518,11,NA,NA,NA,2,3
46519,0,0.63,NA,NA,2,5
46520,28,0.55,4,5,2,3
46521,2,5,NA,NA,1,3
46522,61,5,4,1,2,3
46523,50,5,4,1,1,3
46524,13,4.72,NA,NA,2,3
46525,29,1.04,2,5,2,1
46526,55,5,4,1,2,3
46527,10,2.9,NA,NA,1,4
46528,76,2.78,4,1,1,3
46529,7,1.17,NA,NA,1,4
46530,4,4.83,NA,NA,2,5
46531,69,1.04,2,1,1,4
46532,40,1.16,4,3,1,3
46533,43,2.36,3,1,2,1
46534,49,NA,5,1,1,1
46535,0,NA,NA,NA,1,1
46536,79,2.56,2,1,2,3
46537,59,5,5,1,1,2
46538,33,1.11,1,6,1,2
46539,8,1.21,NA,NA,2,1
46540,48,2.73,2,1,1,1
46541,17,2.9,NA,NA,1,3
46542,32,3.77,2,1,2,3
46543,36,4.12,5,1,1,3
46544,2,0.81,NA,NA,1,4
46545,6,2.29,NA,NA,1,3
46546,80,5,1,2,1,3
46547,74,5,3,1,1,3
46548,80,2,1,1,1,4
46549,12,0.97,NA,NA,1,1
46550,0,1.56,NA,NA,1,1
46551,1,1.75,NA,NA,1,1
46552,9,2.04,NA,NA,1,2
46553,14,1.21,NA,NA,2,3
46554,48,4.72,5,1,1,3
46555,80,2.08,4,1,1,3
46556,16,1.04,NA,NA,2,4
46557,4,2.49,NA,NA,1,3
46558,7,1.04,NA,NA,1,1
46559,71,1.16,4,3,2,3
46560,26,5,3,5,1,3
46561,6,5,NA,NA,1,3
46562,70,1.31,2,1,1,2
46563,60,4.81,5,5,1,3
46564,65,3.52,1,3,2,1
46565,42,4.72,5,3,2,4
46566,48,5,3,1,2,2
46567,9,3.39,NA,NA,1,1
46568,26,3.29,3,1,2,2
46569,63,1.24,3,2,2,3
46570,61,2.04,2,6,1,4
46571,61,5,3,1,2,1
46572,61,5,5,3,2,4
46573,16,0.47,NA,NA,1,2
46574,41,4.66,5,1,2,1
46575,62,1.79,3,5,2,3
46576,0,1.7,NA,NA,1,1
46577,62,5,5,1,1,3
46578,72,0.17,2,2,1,4
46579,19,0.38,NA,NA,1,4
46580,58,5,3,1,2,3
46581,9,0.83,NA,NA,2,2
46582,37,3.2,4,1,1,2
46583,11,0.69,NA,NA,2,3
46584,14,3.33,NA,NA,2,4
46585,2,0.72,NA,NA,2,4
46586,63,5,3,1,2,5
46587,22,2,2,5,2,1
46588,35,0.96,4,3,1,3
46589,69,1.45,1,5,1,4
46590,74,3.43,9,2,2,1
46591,53,NA,5,1,1,1
46592,0,4.25,NA,NA,2,2
46593,52,1.8,3,6,2,4
46594,60,3.86,3,1,2,4
46595,80,1.2,2,2,2,3
46596,44,1.14,3,4,1,1
46597,45,2.42,2,1,1,2
46598,35,0.65,3,1,1,2
46599,59,1.31,2,5,2,2
46600,47,5,5,3,2,3
46601,24,NA,4,5,2,4
46602,18,2.04,NA,NA,2,4
46603,73,1.68,3,1,2,3
46604,62,3.35,3,2,2,4
46605,25,0.4,1,6,2,1
46606,59,3,3,1,1,3
46607,44,3.24,4,1,1,1
46608,7,0.46,NA,NA,2,1
46609,61,5,4,4,2,3
46610,37,0.5,1,6,2,4
46611,29,2.27,4,6,1,4
46612,14,2.18,NA,NA,1,1
46613,39,0.06,1,1,1,5
46614,1,2.04,NA,NA,1,5
46615,15,NA,NA,NA,1,2
46616,60,NA,5,1,1,3
46617,47,1.05,1,1,1,1
46618,1,5,NA,NA,2,3
46619,79,3.14,3,1,1,3
46620,54,3.65,5,2,2,2
46621,38,3.78,3,1,2,3
46622,8,1.94,NA,NA,2,1
46623,54,1.31,4,1,2,1
46624,0,1.45,NA,NA,2,1
46625,51,1.39,4,1,2,4
46626,68,2.78,3,1,1,1
46627,73,2.63,1,1,2,1
46628,8,0.32,NA,NA,1,1
46629,80,2.14,2,1,1,3
46630,19,1.93,NA,NA,1,4
46631,2,1.06,NA,NA,2,3
46632,6,5,NA,NA,2,4
46633,33,0.63,3,1,2,3
46634,63,1.25,4,3,2,3
46635,33,NA,4,5,2,3
46636,76,NA,4,2,2,3
46637,3,1.3,NA,NA,2,4
46638,34,5,3,5,2,2
46639,11,1.1,NA,NA,2,4
46640,8,1.46,NA,NA,1,4
46641,2,0.6,NA,NA,1,1
46642,61,0.46,1,1,1,1
46643,8,0.61,NA,NA,1,1
46644,5,2.57,NA,NA,1,3
46645,18,2.04,NA,NA,1,2
46646,18,5,NA,NA,2,3
46647,38,0,2,4,2,3
46648,8,2.05,NA,NA,1,2
46649,42,5,5,1,2,3
46650,80,0.82,1,1,1,1
46651,59,1.25,4,1,2,2
46652,0,2.45,NA,NA,1,1
46653,1,0.46,NA,NA,2,3
46654,2,0.31,NA,NA,1,1
46655,21,1.75,3,5,2,4
46656,70,1.7,1,3,1,3
46657,74,2.34,3,1,1,3
46658,7,4.12,NA,NA,1,3
46659,48,1.99,3,1,2,3
46660,39,3.2,3,1,1,1
46661,0,0.77,NA,NA,1,3
46662,10,2.36,NA,NA,2,4
46663,46,0.71,3,3,1,3
46664,47,4.08,4,1,1,3
46665,57,5,5,1,1,3
46666,50,5,4,1,1,3
46667,5,5,NA,NA,2,3
46668,28,NA,3,5,1,4
46669,13,0.3,NA,NA,2,1
46670,80,2.14,5,2,2,5
46671,28,0.81,3,6,2,4
46672,0,0.53,NA,NA,2,3
46673,11,2.42,NA,NA,2,1
46674,69,1.95,1,2,2,2
46675,23,5,2,5,2,3
46676,51,1.21,2,3,1,4
46677,46,NA,1,1,1,3
46678,7,1.9,NA,NA,1,4
46679,7,0.51,NA,NA,1,4
46680,19,0.97,NA,NA,2,5
46681,7,1.26,NA,NA,1,2
46682,51,1.83,4,3,2,3
46683,10,0.44,NA,NA,1,4
46684,38,2.95,2,6,2,1
46685,15,0.95,NA,NA,2,4
46686,1,4.66,NA,NA,1,1
46687,80,NA,3,2,2,3
46688,66,2.99,3,1,1,3
46689,0,0.57,NA,NA,2,4
46690,26,3.85,3,6,1,3
46691,40,0.62,1,1,2,1
46692,78,2.86,3,1,1,3
46693,17,0.68,NA,NA,2,4
46694,35,NA,5,1,1,3
46695,10,1.45,NA,NA,2,2
46696,0,NA,NA,NA,1,1
46697,0,1.66,NA,NA,2,4
46698,0,2.99,NA,NA,2,3
46699,19,0.49,NA,NA,2,1
46700,78,NA,5,1,1,5
46701,27,1.77,2,1,1,1
46702,0,2.28,NA,NA,1,1
46703,14,5,NA,NA,1,3
46704,59,4.38,3,1,1,4
46705,36,2.48,3,1,2,3
46706,17,NA,NA,NA,1,4
46707,16,0.76,NA,NA,1,3
46708,20,2.82,4,5,2,2
46709,14,0.56,NA,NA,1,2
46710,60,3.13,1,1,1,1
46711,34,1.44,2,5,2,4
46712,80,2.12,4,3,2,3
46713,51,5,3,1,2,3
46714,7,0.66,NA,NA,1,2
46715,2,0.67,NA,NA,1,4
46716,52,4.55,5,1,2,4
46717,49,4.19,4,3,2,2
46718,15,NA,NA,NA,1,3
46719,0,5,NA,NA,2,3
46720,4,1.25,NA,NA,2,1
46721,15,0.18,NA,NA,2,1
46722,52,2.69,4,3,1,4
46723,8,0.94,NA,NA,2,1
46724,73,0.69,2,1,1,2
46725,35,2.42,4,6,2,5
46726,0,2.02,NA,NA,2,4
46727,10,4.48,NA,NA,2,2
46728,0,5,NA,NA,1,1
46729,34,0.24,1,1,2,3
46730,0,0.04,NA,NA,1,4
46731,62,NA,3,1,2,1
46732,77,1.02,1,1,1,2
46733,41,2.42,3,5,2,3
46734,80,5,5,5,1,3
46735,8,0.97,NA,NA,2,4
46736,47,5,5,5,2,4
46737,9,0.9,NA,NA,1,1
46738,21,5,4,5,2,5
46739,7,5,NA,NA,1,3
46740,44,1.68,5,1,2,1
46741,38,0.97,2,1,1,3
46742,19,1.46,NA,NA,1,4
46743,0,4.35,NA,NA,1,5
46744,21,1.67,4,5,2,3
46745,33,4.84,5,5,1,4
46746,37,0.22,4,5,2,3
46747,77,1.31,1,1,1,3
46748,1,1.3,NA,NA,1,5
46749,8,0.71,NA,NA,2,5
46750,45,2.28,1,2,1,1
46751,30,0.98,5,5,1,1
46752,39,1.16,5,1,2,1
46753,59,2.27,5,1,1,1
46754,35,0,3,6,2,3
46755,28,5,5,5,2,3
46756,77,0.77,3,2,2,3
46757,31,3.87,3,1,2,1
46758,11,2.66,NA,NA,1,1
